,Unnamed: 0,date,start_time,vis_team,home_team,vis_points,home_points,ot,attendance,home_initial,vis_initial,home_players,home_bench,vis_players,vis_bench,referees,score_starter_home,score_bench_home,score_starter_vis,score_bench_vis,recovery_time,perform,def_perf_home,off_perf_home,def_perf_vis,off_perf_vis,total_score,class,frac_season,day_hour
914,914,2020-03-03,22:00:00,Washington Wizards,Sacramento Kings,126,133,0,16419,SAC,WAS,"Harrison Barnes,De'Aaron Fox,Bogdan Bogdanović,Nemanja Bjelica,Harry Giles","Cory Joseph,Kent Bazemore,Buddy Hield,Alex Len,Yogi Ferrell,Jabari Parker,Justin James","Bradley Beal,Rui Hachimura,Shabazz Napier,Thomas Bryant,Isaac Bonga","Jerome Robinson,Dāvis Bertāns,Ish Smith,Troy Brown,Moritz Wagner,Anžejs Pasečņiks,Gary Payton,Ian Mahinmi","Derrick Collins,Ed Malloy,Scott Twardoski",68.45232676817831,64.541492733457,70.9345166954392,52.50987183355604,4.0,15.666666666666668,117.0,122.66666666666669,124.0,123.0,259,1,0.7556818181818182,22.0
915,915,2020-03-04,19:00:00,Boston Celtics,Cleveland Cavaliers,112,106,0,16897,CLE,BOS,"Collin Sexton,Cedi Osman,Larry Nance,Kevin Love,Matthew Dellavedova","Dean Wade,Ante Žižić,Kevin Porter,Andre Drummond,Sir'Dominic Pointer,Matt Mooney","Jayson Tatum,Marcus Smart,Brad Wanamaker,Grant Williams,Daniel Theis","Semi Ojeleye,Tremont Waters,Enes Kanter,Robert Williams,Romeo Langford,Javonte Green,Carsen Edwards,Vincent Poirier","Brandon Adair,Scott Foster,Scott Wall",52.530263157894744,24.249601275917072,56.39580818319532,29.176513328932508,3.0,14.666666666666668,117.0,107.66666666666669,105.0,114.66666666666669,218,0,0.7613636363636364,19.0
916,916,2020-03-04,19:00:00,Oklahoma City Thunder,Detroit Pistons,114,107,0,15138,DET,OKC,"Christian Wood,Brandon Knight,Tony Snell,Sviatoslav Mykhailiuk,John Henson","Langston Galloway,Jordan McRae,Sekou Doumbouya,Thon Maker,Khyri Thomas,Jordan Bone,Donta Hall,Louis King","Shai Gilgeous-Alexander,Chris Paul,Danilo Gallinari,Steven Adams,Luguentz Dort","Dennis Schröder,Terrance Ferguson,Nerlens Noel,Abdel Nader,Kevin Hervey,Deonte Burton,Mike Muscala,Hamidou Diallo","Sean Corbin,Jonathan Sterling,Ben Taylor",42.943414434116995,39.67415944652787,73.32299845748122,50.69175882050023,4.0,28.0,109.0,96.33333333333331,120.66666666666669,108.0,221,1,0.7613636363636364,19.0
917,917,2020-03-04,19:00:00,Indiana Pacers,Milwaukee Bucks,100,119,0,17695,MIL,IND,"Khris Middleton,Giannis Antetokounmpo,Eric Bledsoe,Wesley Matthews,Brook Lopez","Donte DiVincenzo,Robin Lopez,Marvin Williams,Pat Connaughton,Sterling Brown,Frank Mason,Thanasis Antetokounmpo,Ersan İlyasova","Domantas Sabonis,T.J. Warren,Myles Turner,Aaron Holiday,Malcolm Brogdon","T.J. McConnell,Doug McDermott,Justin Holiday,JaKarr Sampson,Goga Bitadze,Edmond Sumner,T.J. Leaf,Alize Johnson","Derek Richardson,Tom Washington,James Williams",84.68414327306655,40.36700379056589,74.77201466330918,41.412764358017824,4.0,25.333333333333336,94.66666666666669,123.66666666666669,111.33333333333331,109.66666666666669,219,0,0.7613636363636364,19.0
918,918,2020-03-04,19:30:00,Memphis Grizzlies,Brooklyn Nets,118,79,0,16941,BRK,MEM,"Joe Harris,Jarrett Allen,Caris LeVert,Spencer Dinwiddie,Taurean Waller-Prince","Timothé Luwawu-Cabarrot,Chris Chiozza,Wilson Chandler,DeAndre Jordan,Rodions Kurucs,Theo Pinson","Ja Morant,Jonas Valančiūnas,De'Anthony Melton,Dillon Brooks,Kyle Anderson","Anthony Tolliver,John Konchar,Tyus Jones,Gorgui Dieng,Josh Jackson,Yuta Watanabe,Marko Guduric,Jarrod Uthoff","Tyler Ford,Karl Lane,Ken Mauer",62.914472680097674,32.284257409257414,61.96223240947133,39.10316598091728,3.0,48.66666666666667,108.0,97.66666666666669,102.33333333333331,119.0,197,0,0.7613636363636364,19.5
919,919,2020-03-04,19:30:00,Utah Jazz,New York Knicks,112,104,0,16588,NYK,UTA,"Julius Randle,RJ Barrett,Elfrid Payton,Maurice Harkless,Taj Gibson","Bobby Portis,Wayne Ellington,Reggie Bullock,Kevin Knox,Frank Ntilikina,Damyean Dotson,Allonzo Trier","Rudy Gobert,Donovan Mitchell,Bojan Bogdanović,Royce O'Neale,Mike Conley","Joe Ingles,Jordan Clarkson,Tony Bradley,Georges Niang,Emmanuel Mudiay,Miye Oni,Jarrell Brantley,Ed Davis","Jenna Schroeder,Aaron Smith,Sean Wright",55.68803123399898,49.128656046010846,79.58822886615962,43.946714559386976,4.0,17.0,116.66666666666669,118.0,112.0,120.33333333333331,216,0,0.7613636363636364,19.5
920,920,2020-03-04,19:30:00,Orlando Magic,Miami Heat,113,116,0,19600,MIA,ORL,"Duncan Robinson,Jimmy Butler,Bam Adebayo,Kendrick Nunn,Derrick Jones","Jae Crowder,Goran Dragić,Kelly Olynyk,Andre Iguodala,Solomon Hill,Gabe Vincent,Chris Silva,Udonis Haslem","Nikola Vučević,Aaron Gordon,Evan Fournier,Markelle Fultz,James Ennis","Terrence Ross,Michael Carter-Williams,D.J. Augustin,Mohamed Bamba,Vic Law,Khem Birch,Wesley Iwundu,Gary Clark","Curtis Blair,David Guthrie,J.T. Orr",65.3628251079864,50.416892012008255,70.7421160207692,44.67261904761904,4.0,16.333333333333332,105.0,112.33333333333331,116.66666666666669,118.66666666666669,229,1,0.7613636363636364,19.5
921,921,2020-03-04,20:00:00,Chicago Bulls,Minnesota Timberwolves,108,115,0,13392,MIN,CHI,"Malik Beasley,D'Angelo Russell,Juan Hernangómez,Josh Okogie,Naz Reid","Jordan McLaughlin,James Johnson,Jarrett Culver,Jake Layman,Kelan Martin,Karl-Anthony Towns,Jaylen Nowell","Tomáš Satoranský,Shaquille Harrison,Wendell Carter,Lauri Markkanen,Denzel Valentine","Coby White,Thaddeus Young,Ryan Arcidiacono,Otto Porter,Daniel Gafford,Cristiano Felício","Ray Acosta,Tony Brothers,Courtney Kirkland",57.834147930922136,71.01959888911148,36.34149075730471,48.966201022814396,3.0,17.0,115.33333333333331,107.66666666666669,122.0,112.33333333333331,223,1,0.7613636363636364,20.0
922,922,2020-03-04,21:30:00,New Orleans Pelicans,Dallas Mavericks,123,127,1,20459,DAL,NOP,"Kristaps Porziņģis,Luka Dončić,Tim Hardaway,Maxi Kleber,Dorian Finney-Smith","Seth Curry,Delon Wright,Willie Cauley-Stein,Courtney Lee,Michael Kidd-Gilchrist,Antonius Cleveland,Boban Marjanović,Justin Jackson","Brandon Ingram,Lonzo Ball,Jrue Holiday,Zion Williamson,Derrick Favors","Nicolò Melli,Frank Jackson,E'Twaun Moore,Josh Hart,Jaxson Hayes,J.J. Redick,Jahlil Okafor,Nickeil Alexander-Walker","Nick Buchert,James Capers Jr.,Leon Wood",66.4001194543474,46.80134230720145,89.02552023999391,66.3382865725424,3.0,14.333333333333332,119.0,132.0,115.33333333333331,115.66666666666669,250,1,0.7613636363636364,21.5
923,923,2020-03-04,22:00:00,Washington Wizards,Portland Trail Blazers,104,125,0,19393,POR,WAS,"Hassan Whiteside,Trevor Ariza,CJ McCollum,Carmelo Anthony,Damian Lillard","Gary Trent,Mario Hezonja,Anfernee Simons,Caleb Swanigan,Nassir Little,Wenyen Gabriel","Bradley Beal,Rui Hachimura,Shabazz Napier,Jerome Robinson,Moritz Wagner","Dāvis Bertāns,Isaac Bonga,Troy Brown,Anžejs Pasečņiks,Gary Payton,Thomas Bryant,Ish Smith,Ian Mahinmi","Mark Ayotte,Mousa Dagher,Pat Fraher",90.93361370351013,21.720831926151074,67.4111056090517,56.03328291994353,3.0,32.66666666666667,108.66666666666669,112.66666666666669,122.66666666666669,118.0,229,1,0.7613636363636364,22.0
924,924,2020-03-05,19:00:00,Denver Nuggets,Charlotte Hornets,114,112,0,13311,CHO,DEN,"Terry Rozier,Devonte' Graham,P.J. Washington,Miles Bridges,Cody Zeller","Cody Martin,Willy Hernangómez,Jalen McDaniels,Caleb Martin,Bismack Biyombo,Nicolas Batum,Joe Chealey,Malik Monk","Jamal Murray,Gary Harris,Will Barton,Nikola Jokić,Paul Millsap","Jerami Grant,Monte Morris,Mason Plumlee,Torrey Craig,PJ Dozier,Noah Vonleh,Vlatko Čančar,Michael Porter","Tyler Ford,John Goble,C.J. Washington",72.45417877142016,44.5770811431417,76.44851097178685,41.32772382491723,4.0,14.666666666666664,103.66666666666669,100.0,119.0,106.0,226,1,0.7670454545454546,19.0
925,925,2020-03-05,20:00:00,Los Angeles Clippers,Houston Rockets,120,105,0,18055,HOU,LAC,"Russell Westbrook,James Harden,P.J. Tucker,Robert Covington,Danuel House","Eric Gordon,Jeff Green,Ben McLemore,Austin Rivers,DeMarre Carroll,Bruno Caboclo,Tyson Chandler,Thabo Sefolosha","Paul George,Kawhi Leonard,Patrick Beverley,Marcus Morris,Ivica Zubac","JaMychal Green,Montrezl Harrell,Lou Williams,Reggie Jackson,Landry Shamet,Rodney McGruder,Amir Coffey,Patrick Patterson","Marc Davis,Rodney Mott,Michael Smith",91.98794339485019,50.92426047967654,81.07980408072319,76.106039503476,5.0,18.0,114.66666666666669,122.66666666666669,97.0,110.33333333333331,225,1,0.7670454545454546,20.0
926,926,2020-03-05,22:00:00,Philadelphia 76ers,Sacramento Kings,125,108,0,15485,SAC,PHI,"Harrison Barnes,De'Aaron Fox,Bogdan Bogdanović,Nemanja Bjelica,Harry Giles","Kent Bazemore,Buddy Hield,Alex Len,Cory Joseph,Jabari Parker,Yogi Ferrell,Justin James","Tobias Harris,Al Horford,Shake Milton,Mike Scott,Matisse Thybulle","Glenn Robinson,Furkan Korkmaz,Raul Neto,Alec Burks,Norvel Pelle,Kyle O'Quinn","Kane Fitzgerald,Tre Maddox,Leroy Richardson",68.45232676817831,64.541492733457,51.23806431141957,34.608754373652985,4.0,22.0,117.0,115.66666666666669,121.33333333333331,120.66666666666669,233,1,0.7670454545454546,22.0
927,927,2020-03-05,22:30:00,Toronto Raptors,Golden State Warriors,121,113,0,18064,GSW,TOR,"Andrew Wiggins,Damion Lee,Marquese Chriss,Stephen Curry,Juan Toscano-Anderson","Eric Paschall,Mychal Mulder,Dragan Bender,Jordan Poole,Ky Bowman,Draymond Green,Chasson Randle","Norman Powell,Pascal Siakam,OG Anunoby,Kyle Lowry,Serge Ibaka","Patrick McCaw,Terence Davis,Rondae Hollis-Jefferson,Chris Boucher,Matt Thomas,Stanley Johnson,Malcolm Miller","Eric Dalen,Brian Forte,Zach Zarba",69.82855654792701,57.59642832857337,86.49292801538084,32.483235328860324,4.0,23.33333333333333,120.33333333333331,103.0,120.0,120.66666666666669,234,1,0.7670454545454546,22.5
928,928,2020-03-06,19:00:00,Atlanta Hawks,Washington Wizards,112,118,0,17856,WAS,ATL,"Bradley Beal,Jerome Robinson,Rui Hachimura,Thomas Bryant,Shabazz Napier","Troy Brown,Dāvis Bertāns,Moritz Wagner,Isaac Bonga,Ish Smith,Gary Payton,Anžejs Pasečņiks,Ian Mahinmi","Kevin Huerter,De'Andre Hunter,John Collins,Jeff Teague,Dewayne Dedmon","Cam Reddish,Treveon Graham,Vince Carter,Bruno Fernando,Brandon Goodwin,Damian Jones","Tony Brothers,J.T. Orr,Scott Wall",70.0028552534329,53.44153327556232,62.83144651499344,35.810264042921254,6.0,30.333333333333336,118.33333333333331,120.66666666666669,124.66666666666669,109.66666666666669,230,1,0.7727272727272727,19.0
929,929,2020-03-06,19:30:00,San Antonio Spurs,Brooklyn Nets,120,139,0,16277,BRK,SAS,"Caris LeVert,Joe Harris,Spencer Dinwiddie,Jarrett Allen,Wilson Chandler","Taurean Waller-Prince,Timothé Luwawu-Cabarrot,DeAndre Jordan,Chris Chiozza,Rodions Kurucs,Theo Pinson,Jeremiah Martin","DeMar DeRozan,Derrick White,Dejounte Murray,Trey Lyles,Bryn Forbes","Rudy Gay,Keldon Johnson,Patty Mills,Lonnie Walker,Drew Eubanks,Luka Šamanić,Quinndary Weatherspoon","Ray Acosta,James Capers Jr.,Kevin Cutler",68.77161553724055,27.093781218781213,60.84831803458145,35.523255465708296,5.0,30.666666666666664,117.66666666666669,110.33333333333331,124.33333333333331,109.0,259,1,0.7727272727272727,19.5
930,930,2020-03-06,19:30:00,Oklahoma City Thunder,New York Knicks,126,103,0,19499,NYK,OKC,"Elfrid Payton,RJ Barrett,Julius Randle,Maurice Harkless,Taj Gibson","Bobby Portis,Mitchell Robinson,Wayne Ellington,Damyean Dotson,Kevin Knox,Allonzo Trier,Reggie Bullock,Frank Ntilikina","Chris Paul,Danilo Gallinari,Steven Adams,Shai Gilgeous-Alexander,Luguentz Dort","Dennis Schröder,Hamidou Diallo,Abdel Nader,Nerlens Noel,Terrance Ferguson,Mike Muscala,Deonte Burton","Brandon Adair,Curtis Blair,Ed Malloy",55.688031233998956,58.800787193551855,73.32299845748122,50.406044534785956,4.0,26.0,120.33333333333331,110.66666666666669,114.33333333333331,108.66666666666669,229,1,0.7727272727272727,19.5
931,931,2020-03-06,20:00:00,Indiana Pacers,Chicago Bulls,108,102,0,20229,CHI,IND,"Shaquille Harrison,Denzel Valentine,Tomáš Satoranský,Wendell Carter,Lauri Markkanen","Coby White,Thaddeus Young,Daniel Gafford,Otto Porter,Cristiano Felício,Ryan Arcidiacono","Domantas Sabonis,Myles Turner,Aaron Holiday,Victor Oladipo,Brian Bowen","Justin Holiday,Edmond Sumner,T.J. McConnell,JaKarr Sampson,Goga Bitadze,T.J. Leaf","J.B. DeRosa,Eric Lewis,Dedric Taylor",36.34149075730471,48.966201022814396,54.31938750904269,29.65718123146695,4.0,15.0,113.0,111.0,110.66666666666669,108.0,210,0,0.7727272727272727,20.0
932,932,2020-03-06,20:00:00,Orlando Magic,Minnesota Timberwolves,132,118,0,14315,MIN,ORL,"Juan Hernangómez,Malik Beasley,Naz Reid,D'Angelo Russell,Josh Okogie","Jordan McLaughlin,Jarrett Culver,James Johnson,Jake Layman,Jaylen Nowell,Kelan Martin,Karl-Anthony Towns","Aaron Gordon,Nikola Vučević,Markelle Fultz,James Ennis,Wesley Iwundu","Terrence Ross,D.J. Augustin,Michael Carter-Williams,Mohamed Bamba,Gary Clark,Vic Law,Khem Birch","Derrick Collins,Pat Fraher,Justin Van Duyne",57.834147930922136,71.0195988891115,57.17271711366538,39.40595238095239,4.0,22.0,117.0,108.0,116.0,119.33333333333331,250,1,0.7727272727272727,20.0
933,933,2020-03-06,20:00:00,Miami Heat,New Orleans Pelicans,104,110,0,18384,NOP,MIA,"Jrue Holiday,Lonzo Ball,Zion Williamson,Brandon Ingram,Derrick Favors","Josh Hart,Nicolò Melli,Frank Jackson,E'Twaun Moore,Kenrich Williams,Jaxson Hayes,Jahlil Okafor,Nickeil Alexander-Walker","Duncan Robinson,Jimmy Butler,Bam Adebayo,Derrick Jones,Kendrick Nunn","Goran Dragić,Andre Iguodala,Solomon Hill,Jae Crowder,Kelly Olynyk,Udonis Haslem,Tyler Herro,Chris Silva","Matt Boland,Bill Kennedy,James Williams",89.02552023999391,55.202307736563576,65.3628251079864,61.28923243754017,4.0,13.333333333333336,121.66666666666669,119.33333333333331,121.33333333333331,115.66666666666669,214,0,0.7727272727272727,20.0
934,934,2020-03-06,20:00:00,Utah Jazz,Boston Celtics,99,94,0,19156,BOS,UTA,"Marcus Smart,Semi Ojeleye,Jayson Tatum,Daniel Theis,Kemba Walker","Brad Wanamaker,Grant Williams,Robert Williams,Javonte Green,Romeo Langford,Enes Kanter","Mike Conley,Donovan Mitchell,Rudy Gobert,Royce O'Neale,Bojan Bogdanović","Joe Ingles,Jordan Clarkson,Tony Bradley,Georges Niang,Emmanuel Mudiay,Rayjon Tucker,Ed Davis,Jarrell Brantley","Marat Kogut,Ken Mauer,Gediminas Petraitis",70.65527113636531,27.931336090048237,79.58822886615962,45.30385741652983,4.0,15.333333333333332,113.0,108.0,103.66666666666669,112.33333333333331,193,0,0.7727272727272727,20.0
935,935,2020-03-06,20:30:00,Memphis Grizzlies,Dallas Mavericks,96,121,0,20370,DAL,MEM,"Luka Dončić,Maxi Kleber,Courtney Lee,Kristaps Porziņģis,Seth Curry","Justin Jackson,Delon Wright,Michael Kidd-Gilchrist,J.J. Barea,Willie Cauley-Stein,Boban Marjanović","Ja Morant,Dillon Brooks,Jonas Valančiūnas,Kyle Anderson,De'Anthony Melton","Josh Jackson,Anthony Tolliver,Tyus Jones,Gorgui Dieng,John Konchar,Yuta Watanabe,Jarrod Uthoff,Marko Guduric","Ben Taylor,Scott Twardoski,Tom Washington",74.10659897412141,36.39494291563257,61.96223240947133,39.10316598091728,4.0,44.66666666666667,114.0,129.0,96.0,113.66666666666669,217,0,0.7727272727272727,20.5
936,936,2020-03-06,21:00:00,Portland Trail Blazers,Phoenix Suns,117,127,0,15522,PHO,POR,"Mikal Bridges,Devin Booker,Dario Šarić,Aron Baynes,Ricky Rubio","Cheick Diallo,Jevon Carter,Ty Jerome,Elie Okobo,Cameron Johnson,Deandre Ayton","Hassan Whiteside,CJ McCollum,Damian Lillard,Trevor Ariza,Carmelo Anthony","Gary Trent,Mario Hezonja,Anfernee Simons,Wenyen Gabriel,Caleb Swanigan,Nassir Little,Jusuf Nurkić","Brent Barnaky,Eric Dalen,Josh Tiven",69.41367172530454,44.01938500652786,90.93361370351015,21.720831926151074,5.0,29.666666666666664,118.33333333333331,113.33333333333331,121.0,121.33333333333331,244,1,0.7727272727272727,21.0
937,937,2020-03-06,22:30:00,Milwaukee Bucks,Los Angeles Lakers,103,113,0,18997,LAL,MIL,"LeBron James,Avery Bradley,Danny Green,Anthony Davis,JaVale McGee","Kyle Kuzma,Kentavious Caldwell-Pope,Alex Caruso,Rajon Rondo,Dwight Howard,Markieff Morris,Quinn Cook,Jared Dudley","Khris Middleton,Giannis Antetokounmpo,Brook Lopez,Eric Bledsoe,Wesley Matthews","Donte DiVincenzo,Marvin Williams,Pat Connaughton,Kyle Korver,Robin Lopez,Sterling Brown,Ersan İlyasova,Thanasis Antetokounmpo","Mark Ayotte,Kane Fitzgerald,Jason Goldenberg",76.0387136672851,58.48553953061448,84.68414327306655,47.0870037905659,5.0,25.333333333333336,106.33333333333331,117.0,101.0,95.0,216,0,0.7727272727272727,22.5
938,938,2020-03-07,17:00:00,Houston Rockets,Charlotte Hornets,99,108,0,19159,CHO,HOU,"Terry Rozier,P.J. Washington,Devonte' Graham,Cody Zeller,Miles Bridges","Cody Martin,Caleb Martin,Willy Hernangómez,Jalen McDaniels,Malik Monk,Bismack Biyombo,Nicolas Batum,Joe Chealey","James Harden,Robert Covington,P.J. Tucker,Danuel House,Ben McLemore","Austin Rivers,Jeff Green,DeMarre Carroll,Chris Clemons,Bruno Caboclo,Tyson Chandler,Thabo Sefolosha","Nick Buchert,David Guthrie,Ashley Moyer-Gleich",72.45417877142016,44.5770811431417,74.34164210703945,31.431520855091076,4.0,12.666666666666664,105.66666666666669,107.66666666666669,114.33333333333331,111.0,207,0,0.7784090909090909,17.0
939,939,2020-03-07,19:00:00,Utah Jazz,Detroit Pistons,111,105,0,16590,DET,UTA,"Christian Wood,Tony Snell,Brandon Knight,Sviatoslav Mykhailiuk,John Henson","Langston Galloway,Jordan McRae,Bruce Brown,Sekou Doumbouya,Thon Maker,Donta Hall,Jordan Bone,Khyri Thomas","Rudy Gobert,Bojan Bogdanović,Donovan Mitchell,Royce O'Neale,Mike Conley","Joe Ingles,Jordan Clarkson,Tony Bradley,Georges Niang,Jarrell Brantley,Ed Davis,Miye Oni,Emmanuel Mudiay","Brandon Adair,John Goble,Michael Smith",42.943414434116995,46.58795254997615,79.58822886615962,43.946714559386976,4.0,12.666666666666664,117.0,106.0,101.0,107.33333333333331,216,0,0.7784090909090909,19.0
940,940,2020-03-07,19:30:00,Denver Nuggets,Cleveland Cavaliers,102,104,0,19432,CLE,DEN,"Collin Sexton,Cedi Osman,Tristan Thompson,Kevin Love,Matthew Dellavedova","Larry Nance,Alfonzo McKinnie,Ante Žižić,Darius Garland,Andre Drummond,Dean Wade","Will Barton,Nikola Jokić,Gary Harris,Jamal Murray,Paul Millsap","Monte Morris,Jerami Grant,Michael Porter,Mason Plumlee,Torrey Craig,PJ Dozier,Noah Vonleh,Troy Daniels","Tony Brown,Marat Kogut,Matt Myers",64.53026315789475,40.63858432676452,76.44851097178685,44.256295253488645,5.0,13.666666666666668,113.33333333333331,107.66666666666669,116.0,106.33333333333331,206,0,0.7784090909090909,19.5
941,941,2020-03-07,20:00:00,Atlanta Hawks,Memphis Grizzlies,101,118,0,17117,MEM,ATL,"Jonas Valančiūnas,Ja Morant,De'Anthony Melton,Kyle Anderson,Dillon Brooks","Josh Jackson,Gorgui Dieng,Tyus Jones,Anthony Tolliver,John Konchar,Yuta Watanabe,Jarrod Uthoff,Marko Guduric","John Collins,Kevin Huerter,Trae Young,De'Andre Hunter,Dewayne Dedmon","Jeff Teague,Vince Carter,Treveon Graham,Cam Reddish,Brandon Goodwin,Bruno Fernando,Damian Jones","Rodney Mott,Kevin Scott,Justin Van Duyne",61.96223240947133,39.10316598091728,81.60037306866575,46.67467082258226,2.0,47.66666666666667,97.66666666666669,108.0,121.66666666666669,108.33333333333331,219,0,0.7784090909090909,20.0
942,942,2020-03-07,20:30:00,Philadelphia 76ers,Golden State Warriors,114,118,0,18064,GSW,PHI,"Andrew Wiggins,Damion Lee,Marquese Chriss,Mychal Mulder,Juan Toscano-Anderson","Eric Paschall,Jordan Poole,Chasson Randle,Dragan Bender,Ky Bowman,Kevon Looney","Al Horford,Tobias Harris,Mike Scott,Shake Milton,Matisse Thybulle","Glenn Robinson,Furkan Korkmaz,Raul Neto,Alec Burks,Kyle O'Quinn,Norvel Pelle","Scott Foster,Jacyn Goble,Courtney Kirkland",60.028556547926996,41.97317251461988,51.23806431141957,34.608754373652985,4.0,20.666666666666668,119.66666666666669,113.66666666666669,115.33333333333331,115.33333333333331,232,1,0.7784090909090909,20.5
943,943,2020-03-07,22:00:00,Sacramento Kings,Portland Trail Blazers,123,111,0,19691,POR,SAC,"CJ McCollum,Damian Lillard,Hassan Whiteside,Trevor Ariza,Carmelo Anthony","Mario Hezonja,Gary Trent,Anfernee Simons,Wenyen Gabriel,Nassir Little,Caleb Swanigan,Jusuf Nurkić","Harrison Barnes,Bogdan Bogdanović,De'Aaron Fox,Nemanja Bjelica,Harry Giles","Buddy Hield,Kent Bazemore,Cory Joseph,Richaun Holmes,Alex Len,Yogi Ferrell,Justin James,Jabari Parker","Brian Forte,Brett Nansel,Zach Zarba",90.93361370351013,21.720831926151074,68.45232676817831,77.36200555396984,3.0,26.333333333333336,115.0,114.0,108.0,111.66666666666669,234,1,0.7784090909090909,22.0
944,944,2020-03-08,15:00:00,Chicago Bulls,Brooklyn Nets,107,110,0,15916,BRK,CHI,"Spencer Dinwiddie,Caris LeVert,Joe Harris,DeAndre Jordan,Wilson Chandler","Taurean Waller-Prince,Timothé Luwawu-Cabarrot,Jarrett Allen,Chris Chiozza,Theo Pinson,Rodions Kurucs,Jeremiah Martin","Shaquille Harrison,Wendell Carter,Lauri Markkanen,Tomáš Satoranský,Denzel Valentine","Coby White,Otto Porter,Thaddeus Young,Daniel Gafford,Ryan Arcidiacono,Cristiano Felício","John Butler,Gediminas Petraitis,James Williams",66.43456196581197,29.43083479020979,36.34149075730471,48.966201022814396,4.0,25.666666666666664,115.0,109.33333333333331,116.66666666666669,110.0,217,0,0.7840909090909091,15.0
945,945,2020-03-08,15:30:00,New Orleans Pelicans,Minnesota Timberwolves,120,107,0,18978,MIN,NOP,"D'Angelo Russell,Malik Beasley,Josh Okogie,Juan Hernangómez,Naz Reid","James Johnson,Jarrett Culver,Jake Layman,Jordan McLaughlin,Jaylen Nowell,Karl-Anthony Towns,Evan Turner","Brandon Ingram,Jrue Holiday,Lonzo Ball,Zion Williamson,Derrick Favors","Josh Hart,Nicolò Melli,E'Twaun Moore,Frank Jackson,Jahlil Okafor,Jaxson Hayes,Kenrich Williams","Mark Lindsay,Natalie Sago,Tom Washington",57.834147930922136,67.92791807417093,89.02552023999391,50.05596627314894,4.0,19.0,120.0,113.33333333333331,117.33333333333331,117.33333333333331,227,1,0.7840909090909091,15.5
946,946,2020-03-08,15:30:00,Los Angeles Lakers,Los Angeles Clippers,112,103,0,19068,LAC,LAL,"Kawhi Leonard,Paul George,Marcus Morris,Patrick Beverley,Ivica Zubac","Montrezl Harrell,Lou Williams,Reggie Jackson,JaMychal Green,Landry Shamet,Amir Coffey,Rodney McGruder,Patrick Patterson","LeBron James,Anthony Davis,Avery Bradley,Danny Green,JaVale McGee","Kentavious Caldwell-Pope,Kyle Kuzma,Rajon Rondo,Markieff Morris,Dwight Howard,Alex Caruso,Jared Dudley,Quinn Cook","Brent Barnaky,Tre Maddox,Josh Tiven",81.07980408072319,76.106039503476,76.0387136672851,58.48553953061448,5.0,23.666666666666664,115.0,123.66666666666669,107.33333333333331,107.33333333333331,215,0,0.7840909090909091,15.5
